Musée,Nuléro de caisse,inventaire,inventaire clean,pictures filenames,matériau,matériau simplifié,"matériau (sous-type)
",incertitude sur le matériel,typologie,typologie@en,datation,incertitude sur la datation,provenance (country code),provenance,provenance@en,incertitude sur provenance,nombre de fragements,number of fragments clean,typologies de fragments,taille,poids,lacunaire (observations),% lacunaire,Integrity,degradation state,condition state,weapon,autre dégradations visibles ,observations ,Unnamed: 12,autres observations,Unnamed: 13,Unnamed: 15,obaservations ,NR,"NR 
 collegato",Relazione,Inventario MGGC,Collocazione fisica,"Sala
 mostra",Didascalia,Riproduzione digitale,Consistenza,"Tipologia
 documentaria NO AAT","Tipologia
 documentaria",material_to_technic,Tecnica,"Tipologia riprod. 
in mostra",Soggetti,"Titolo 
 originale",Titolo museale,Titolo @en,Data,Scopritore,Autore_extended,Autore,Traduttore,Disegnatore,Incisore,Editore,"Luogo 
 editore","Preparatore 
 museale",Committente,Collezione_extended,Collezione,"Ente 
 conservatore","Luogo
 conservazione",provenance_file,Regno,Phylum,Classe,Ordine,Famiglia,Genere,Specie,Taxon_data,TIPO,Periodo_geologico,Età_specifica,Formazione_geologica,Ambiente_deposizionale,Stato_geografico_raccolta,Luogo_raccolta
MIC,,"669,1","669,1","669,1 (8).JPG
669,1 (9).JPG
669,1.JPG
669.png",Faïence [engobée ; sgraffito],faïence,engobée + sgraffito,FALSE,plat ,plate,XV,FALSE,380,Italie {Europe},Italy {Europe},FALSE,7,7,"entre 12-14 cm et 6-8 cm,  mois de 6 cm",24 cm de diamètre,,moins de 10%,<10,complete archeological profile,"broken / stuck, burn mark, fusion of exogenous elements, melting of the glaze",bad,incendiary grenade,"noircissement, altérations et mauvaise lisibilité des décors, traces d'éléments de concréssions éxogènes prisonnières dans la matière. Noircissement +++ au revers aussi, effet ridé comme sur la plaque dévotionnelle;",,,,,,,"669,1",,,,,,"old earthenware dish, graffito splashed, with medallion portrait of a woman in the center",,,plate,"""plates (general, dishes)""",Faïence [engobée ; sgraffito],"pottery forming techniques, slip trailing, scratching (process)",,woman,,gammelio dish with portrait of woman ,,1400-1499,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_faïence engobée.csv,,,,,,,,,,,,,,,
MIC,,"10548,1-10565,1","10548,1-10565,1","10548,1-10565,1 (2).JPG
10548,1-10565,1 (6).JPG
10548,1-10565,1 (8).JPG
10548,1-10565,1.png",Faïence [engobée ;peinte],faïence,engobée + peinte,FALSE,cruche,jug,XIX,FALSE,642,Roumanie {Europe},Romania {Europe},FALSE,une trentaine (difficle à dire déjà cassé collé),30,différentes tailles allant de 10 cm à 2 cm ,"21 cm de h, 12,5 cm de large",,15-20%,15-20,incomplete,"broken / stuck, burn mark, melting of the glaze, fusion of exogenous elements, lack of adhesion of the glaze",bad,incendiary grenade,"noircissements, altérations des décors en surface qui gêne la lisibilité, fragments éxogènes intégrés par fusion des revêtements. Sur quelques tessons, défaut d'adhérence à l'interface peinture/engobe, on voit que les décors peints sont partis pour ne laisser que l'engobe. Pq pas uniforme sur tout l'objet ?",,,,,,,"10548,1-10565,1",,,,,,"Rustic pottery, engobed earthenware and sgraffito painted decoration, Romanian production ",,,jug,jugs (vessels),Faïence [engobée ;peinte],"pottery forming techniques, slip trailing, pottery painting (image-making)",,,,engobe pottery from romania ,,1800-1899,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_faïence engobée.csv,,,,,,,,,,,,,,,
MIC,,"382,1","382,1","382,1 (1).JPG
382,1 (13).JPG
382,1 (6).JPG",Faïence [engobée (?)],faïence,engobée,TRUE,pot à pharmacie,apothecary jar,XVII,FALSE,380,Italie {Europe} (Faenza),Italy {Europe} (Faenza),FALSE,"79, 48 pour les morceaux non recollés, pour les cassés collés 31 ",79,variés : morceaux de plus de 20 cm à 2 cm. Difficile de quantifier la proportions quand recollés.,"23 h (mais pas la hauteur max), largeur 22 (mais trop lacunaire pour être précis)",,"0,3",30,incomplete,"broken / stuck, burn mark, melting of the glaze, fusion of exogenous elements",poor,incendiary grenade,"noircissements, altérations des décors en surface, sur certains fragments traces d'éléments éxogènes et revêtements fondu. Sur d'autre fragment décor parti et engobe visible. ",,,,,,,"382,1",,,,,,blue and white engobed medicine vase. Circular inscription in capital letters: DIOSCORD ,,,apothecary jar,apothecary containers,Faïence [engobée (?)],"pottery forming techniques, slip trailing",,,,blue and white medicine jar ,,600-699,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_faïence engobée.csv,,,,,,,,,,,,,,,
MIC,,"1539,2 (caisse 21)","1539,2","1539,2 (12).JPG
1539,2 (9).JPG
1539,2.JPG",terre cuite [vernissée],terre cuite,vernissée,FALSE,vase,vase,XX,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,30,30,"6 fragments plus de 18 cm, 6 entre 14 et 12 cm, 2 entre 12 et 10 cm, 9 entre 10 et 8 cm, 7 entre 4 et 2 cm","43, 5 cm de haut, 19 de diamètre ",,plus de 30%,>30,complete archeological profile,"broken / stuck, burn mark, melting of the glaze, fusion of exogenous elements, lack of stability",poor,incendiary grenade,"traces de noircissements incrustés dans la pâte (brûlures), clocage de la glaçure, opacification, fragment exogène fusionné au niveau du col","more than half the base missing = stability problem, handle with care. Collected. Contained in museum showcase 190 before the war.",,"plus de la moiitiè de la base manquante = problème de stabilité, à manipuler avec précaution. Récollé. Contenu dans la vitrine 190 du musée avant guerre",,,,"1539,2",,,,,,Japanese brown glazed terracotta vase with flowers and birds. ,,,vase,vases,terre cuite [vernissée],"pottery forming techniques, pottery decorating techniques",,flowers; birds,,large japanese terracotta vase with flower and bird design ,,1900-1999,,,,,,,,,,,Donation from the Japenese Earl Ogasawara,Japenese Earl Ogasawara Donation,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Terre cuite.csv,,,,,,,,,,,,,,,
MIC,,"2308,1","2308,1","2308,1 (6).JPG
2308,1 (8).JPG
2308.png",terre cuite,terre cuite,,FALSE,vase à panse ronde ,vase with rounded belly,- 1550 - 1186,FALSE,818,"Egypte {Afrique, Nord} ",Egypt {North Africa},FALSE,15,15,"2 fragments entre 12 et 14 cm, 1entre 10 et 8 cm, 3 entre 6 et 8 cm, 6 entre 4 et 2 cm, 2 moins de 2 cm ",trop fragmentaire pour savoir,,"difficile à dire, plus de 30%",>30,incomplete,"cracked / split, burn mark, deformation, powderiness",bad,incendiary grenade,"déformation de la panse +++, recuisson traces de brûlures et de noicissement. Aspect  spongieux sur les bords de certaines parties brûlées.",,,,,,,"2308,1",,,,,,Ancient archeological egyptian vase with rounded belly,,,vase with rounded belly,vases,terre cuite,pottery forming techniques,,,,painted Coptic vase ,,- 1550 - 1186,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Terre cuite.csv,,,,,,,,,,,,,,,
MIC,,"7429,1","7429,1","7429,1 (6).JPG
7429,1 (7).JPG
7429,1 (8).JPG
7429.png",terre cuite [peinte] ,terre cuite,peinte,FALSE,vase conique ,conical vase,IV-VII ,FALSE,818,"Egypte {Afrique, Nord}  (copte)",Egypt {North Africa} (Coptic),FALSE,1 (pas de fragments pas cassé),1,,"environ 32 cm de haut, largeur de l'ouverture en bas environ 20 cm (déformation surement pas la largeur originelle), et largeur de l'ouverture en haut 10 cm(mais cassée donc peut être moins)",,10-15% (mais déjà comme ça avant la guerre),10-15,incomplete,"deformation, burn mark",poor,incendiary grenade,"déformation de la base, effet spongieux comme l'autre avec bulle, noircissement. Traces de revêtements exogènes","it looks like some parts of the base have been broken off, detached and then remelted (but it's strange because there's no visible coating).",,"on dirait que certaine partie de la base sur sont cassée, déttachée puis refusionner (mais étrange pcq pas de  revêtement visible)",,,,"7429,1",,,,,,Coptic conical vase with painted decorations,,,conical vase,vases,terre cuite [peinte] ,"pottery forming techniques, pottery painting (image-making)",,,,Coptic conical vase ,,300-699 ,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Terre cuite.csv,,,,,,,,,,,,,,,
MIC,,SN_Alberghi,SN Alberghi 2,"SN Alberghi 2 (1).JPG
SN Alberghi 2 (12).JPG
SN Alberghi 2 (3).JPG
SN Alberghi 2.JPG
sn_alberghi_2.png",terre cuite ,terre cuite,,FALSE,vase en forme de tête,head-shaped vase,XV - XVI,FALSE,604,"Pérou {Amerique, Sud} (culture Chimù)",Peru {South America} (Chimù culture),FALSE,1 (entier),1,,"7 cm de haut, 16 cm de large",,moins de 10%,<10,complete,"burn mark, lack of stability",very good ,incendiary grenade,"petit manque à l'arriére entre la base et l'arrondie de la panse, légère traces de noircissements dérrière","this vase has a post-war duplicate. The duplicate is black, whereas the pre-war one is red. Possibly due to oxidation during the fire. The traces of black behind could therefore be the original color.",,"cet vase, a un duplicat post guerre. Le duplicat est noir alors que celui pré guerre est rouge. Possiblement changement de couleur par oxydation lors de l'incendie. Les traces de noir dérrière pourraient donc être éventuellement la couleur originelle. ",,,,,,,,,,Cimù head-shaped vase,,,head-shaped vase,vases,terre cuite ,pottery forming techniques,,Cimù head,,anthropomorphic cimù vase ,,1400 - 1599,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Terre cuite.csv,,,,,,,,,,,,,,,
MIC,,"4265,1","4265,1","4265,1 (1).JPG
4265,1 (7).JPG
4265.png",terre cuite [vernissée],terre cuite,vernissée,FALSE,cratère,crater,- III,FALSE,380,Italie {Europe} (pouilles),Italy {Europe} (Apulia),FALSE,45 environ,45,taille variable quelques gros fragments et des plus petits. Difficile car déjà collés,"22,5 cm de haut, 28x26 l/L",,20%-25%,20-25,complete archeological profile,"broken / stuck, deformation, burn mark",fair,incendiary grenade,"déformations de certains tessons (rétrecissement de la matière de ces derniers ?) noircissements, brûlures des décors  en reliefs dans certaines parties.",,,"le retrécissement de certains tessons et pas d'autres pose question, cette particularité à aussi été observé sur un vase chinoir en porcelaine dure. Étrange à creuser.",,,,"4265,1",,,,,,black medium crater with floral frieze,,,crater,kraters,terre cuite [vernissée],"pottery forming techniques, pottery decorating techniques",,flowers,,Apula black crater ,,- 300 - 201,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Terre cuite.csv,,,,,,,,,,,,,,,
MIC,,"194,2","194,2","194,2 (2).JPG
194,2 (6).JPG
194.png",grès [salé],grés,salé,FALSE,cache pot,cachepot,XX ,FALSE,380,Italie {Europe} (manufacture Chini),Italy {Europe} (Chini manufacture),FALSE,environ 53 ( difficle car cassé collé),53,"variés : grand fragments de plus de 25 cm, et petits fragments de 2 cm ","h 20,5, diamète 28 cm",,"0,2",20,complete archeological profile,"broken / stuck, burn mark",fair,incendiary grenade,relativement  bonne état (est-ce que c'est dû à la composition particulière de la pâte ?) noircissements de qqls fragments mais sensiblement moins visible que sur d'autres type d'objet.,,,,,,,"194,2",,,,,,"cachepot with black friezes decarations, deer and leaves",,,cachepot,cachepots,grès [salé],pottery forming techniques,,deer; leaves,,Chini cachepot,,1900-1999,,Chini manufacture,Chini manufacture,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Grès.csv,,,,,,,,,,,,,,,
MIC,,"2857,2","2857,2","2857,2 (1).JPG
2857,2 (17).JPG
2857.png",grès [blanc],grés,blanc,FALSE,vase quadrangulaire,quadrangular vase,1938,FALSE,246,Finlande {Europe} (Helsingfore),Finland {Europe} (Helsinki),FALSE,30,30,"variés : beaucoup de fragments entre 5 et 10 cm, peu de très petits fragments de 2 cm ou moins. À cause la forme quadrangulaire forme particulière des fragment, bcp de long et pontus comme pour la porcelaine et cassure juste ap l'angle.","h 16,5 cm, 12,5 cm de côté ",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements",poor,incendiary grenade,"noircissements, fonte des décors du revêtement , éléments exogènes collés et pris dans le revêtement.",Two visible impact points,,deux pts d'impacts visibles ,,,,"2857,2",,,,,,White and red quadrangular vase ,,,quadrangular vase,vases,grès [blanc],pottery forming techniques,,,,white stoneware quadrangular vase ,,1938,,Helsingfor manufacture,Arabia Helsingfor manufacture,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_Grès.csv,,,,,,,,,,,,,,,
MNC,39,12584,12548,"12548 (3).JPG
12548 (5).JPG
",Faïence ,faïence,,FALSE,Globe décoratif sur pied ;porte perruque,decorative globe on a stand; wig holder,XVIII,FALSE,250,France {Europe} (Nevers),France {Europe} (Nevers),FALSE,45,45,déjà recollé ,"21 cm de haut, 14 cm de diamètre ",,"0,35",35,restored,"aging of old restauration products, dust / dirtying, broken / stuck",good,explosive bomb,"empoussiérement, traces d'adhésifs, vis au centre à l'intérieur corrodée, nombreux éclats",,,,,,"objet déjà remonté et recollé donc difficile de faire la typo des fragment, mais sur environ entre 40 et 50 fragements au mois au moins la moitié sont des tessons de petites tailles (entre 2 et 4 cm ou moins de 2 cm). Gors marquage au feutre en double sous le pied. Inventaire hist. : ""12584 Boule reposant sur piédouche (porte perruque) décor camaïeu bleu de trois médaillons de fleurs et feuillages. Haut 0,21 ; Don de Mr Pisani."" entrée dans les collections entre 1903 et 1910. ",12584,,,,39,,Ball resting on a pedestal (wig stand) with blue monochrome decoration of three medallions of flowers and foliage,,,decorative globe on a stand; wig holder,wig stands,Faïence ,pottery forming techniques,,medallions; flowers; foliage,,blue and white earthenware wig holder ,,1700-1799,,,,,,,,,,,Donation from Mr. Pisani,Mr. Pisani Donation,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,sevres_Faïence.csv,,,,,,,,,,,,,,,
MIC,39,20548,20548,"20548 (16).JPG
20548 (2).JPG
20548 (22).JPG",Faïence ,faïence,,FALSE,plat,plate,XVIII,FALSE,380,Italie {Europe},Italy {Europe},FALSE,33,33,"1 entre 18 et 20 cm, 3 entre 14 et 16 cm, 1 entre 12 et 14 cm, 5 entre 10 et 12cm, 4 entre 8 et 10 cm, 5 entre 6 et 8 cm, 4 entre 6 et 4cm, 6 entre 4 et cm, 4 moins de 2 cm","40 cm de long, 29 cm de large, 7 cm de haut",,moins de 10% avec la resto,<10,complete archeological profile,"aging of old restauration products, dust / dirtying, biological degradation/ presence of microorganisms",bad,explosive bomb,"encrassement, traces d'ancien adhésif, agrafes corrodés, traces d'anciennes retouches peinture à l'huile, comblement en plâtre sur un 10eme de l'objet ",,,,,," déjà restauré, donc difficile de savoir son état avant le bombardement mais si restauré à l'ialienne, alors probablement qu'à part la tranche en plâtre il était complet, ancienne étiquette à l'intérieur avec écrit Turin XVIIIe. Et au dos écriture Mili Fali (?) illisible. Inventaire hist. : "" Faïence de Milan, XVIIIe : grande cuvette ovale, contournée, décor polychrome de grand feu. Au marli, fleurs indiennes, oiseaux et insectes. Au fond cartouche contenant deux personnages dans un paysage architectural en camaïeu bleu et manganèse ; L 370mm; pièce trouvée au dépôt sans n°, très réparée, morceaux manquant, irréparable."" entrée dans les collections inconnue, mais potentiellement durant la guerre entre 1941 et 1943. (quelle était la politique d'acquisition du musée pendant la guerre ?). ",20548,,,,39,,"Milanese earthenware, 18th century: large oval bowl, contoured, polychrome high-fire decoration. On the rim, Indian flowers, birds and insects. On the bottom, cartouche containing two figures in an architectural landscape in blue and manganese monochrome",,,plate,"""plates (general, dishes)""",Faïence ,pottery forming techniques,,"fire; Indian flowers, birds;  insects; architectural landscape",,Milan earthenware dish with polychrome decoration,,1700-1799,,,,,,,,,,,,,Sèvres - Manufacture et Musée nationaux [VIAF:153148184],Sèvres,sevres_Faïence.csv,,,,,,,,,,,,,,,
MIC,42,"4187,1","4187,1","4187,1 (1).JPG
4187,1 (6).JPG
4187.png",Terraglia,terraglia,,FALSE,cafetière,coffee pot,XVIII,FALSE,826,Angleterre {Europe},England {Europe},FALSE,1,1,cafetière entière manque juste l'anse et couvercle,"13 cm de haut, 15,5x9 cm l/L",,moins de 10 %,<10,complete archeological profile,"burn mark, metallization traces",poor,incendiary grenade,"reflets métalliques comme ceux déjà observés sur la maiolica, mais ici autre matériau et vrmt sur la moitié sur une face entière de la cafetière. Avec reflets roses aussi",under the handle is a particularly shiny metallic sheen of Arabic ceramics,,sous l'anse trace particulièrement brillante comme un métal lustré. ,,,,"4187,1",,,,,,"terraglia coffee pot with blue dechalcomania decoration representing a seascape with a sailboat
",,,coffee pot,coffeepots,Terraglia,pottery forming techniques,,seascape; sailboat,,coffee maker with sailboat design,,1700-1799,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_terraglia.csv,,,,,,,,,,,,,,,
MIC,,SN_Alberghi,SN_Alberghi,"SN Alberghi (2).JPG
SN Alberghi (6).JPG
SN Alberghi (7).JPG
sn_alberghi_b.png",Terraglia,terraglia,,FALSE,porte huile,oil cruet,end of XVIII - beginning of XIX ,FALSE,380,Italie {Europe} (Faenza),Italy {Europe} (Faenza),FALSE,"plus de 100, difficile de dire avec précision car cassés/collés ",>100,"variétés mais on note bcp de très petits fragments de moins de 2 cm, et différentes formes complexes. (mais pcq forme de l'objet complexe, matériau tendre donc induit forcément un grand nombre de fragment). ","28 cm de haut, 23 x 10 cm L/l",,20-25%,20-25,restored,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck, metallization traces",bad,incendiary grenade,"différents stades de noircissement (large choix), certains fragments avc reflets métalliques, certains fragments avc éléments exogènes fusés.","very heterogeneous deterioration, particularly difficult to read; complex two-part shape, with some parts in 3D and others in semi-relief.",,"dégradation de l'enemble très hétérogène, lecture particulièrement difficile; objet de forme complexe en deux partie avec des partie en 3D et d'autres en semi relief. ",,,,,,,,,,"oil cruet holder with antique decorations: obelisk and friezes
",,,oil cruet,cruets (condiment vessels),Terraglia,pottery forming techniques,,obelisk; friezes,,Oil cruet with antique-style decoration,,1775 - 1825,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_terraglia.csv,,,,,,,,,,,,,,,
MIC,21,"1615,2 (caisse 21)","1615,2","1615,2 (11).JPG
1615,2 (13).JPG
1615,2 (17).JPG",porcelaine,porcelaine,dure,FALSE,vase,vase,XIX,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,66,66,un peu arrondi,"45 cm de haut, 20 cm de diamètre",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",poor,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs, coulure de la glaçure sur les tranches, fragments exogène qui a fusionné à l'intérieur du col. ",difficult to say the morphology of the fragments with precision has already been glued back together. From the museum's pre-war showcase 190.,,difficile de dire la morphologie des fragments avec précisions a déjà été recollé. Provient de la vitrine 190 du musée avant guerre. ,,,,"1615,2",,,,,,large porcealin vase with floral decorations,,,vase,vases,porcelaine,pottery forming techniques,,flowers,,Japanese vase with floral decorations ,,1800-1899,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"1604,2 (caisse 21)","1604,2","1604,2 (1).JPG
1604,2 (2).JPG
1604,2 (3).JPG
1604,2 (6).JPG
",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,10,10,"2 entre 10 et 8 cm, 4 entre 8 et 6 cm, 4 entre 6 et 4cm ","18,5 cm de diamètre ",,"0,3",30,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it is laid flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927.",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. ",,,,"1604,2",,,,21,,small porcelain plate with golden decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,,,plate with golden dragons ,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"1607,2 (caisse 21)","1607,2","1607,2.JPG
1607,2(1).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,19,19,"3 entre 8 et 10, 5 entre 8 et 6 cm, 5 entre 6 et 4 cm, 5 entre 4 et 2 cm","18,5 cm de diamètre ",,"0,4",40,complete archeological profile,"burn mark, melting of the glaze, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief",,,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. ",,,,"1607,2",,,,21,,small porcelain plate with waves and birds decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,waves; birds,,plate with waves and birds,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"1609,2 (caisse 21)","1609,2","1609,2.JPG
1609,2(1).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,15,15,"3 entre 12 et 10 cm, 3 entre 8 et 10 cm, 6 entre 8 et 6 cm, 3 entre 6 et 4 cm.","18,5 cm de diamètre ",,"0,2",20,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief",,,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (motif avec pins parasols, celui avec le tessons complétement fondu)",,,,"1609,2",,,,21,,small plate with tree and deer decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,tree; deer,,plate with deer and tree,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"1. 1600,2-1611,2","1. 1600,2-1611,2","1. 1600,2-1611,2  (7).JPG
1. 1600,2-1611,2  (9).JPG
1. 1600,2-1611,2 (3).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,16,16,"6 entre 8 et 6 cm, 5 entre 6 et 4 cm, 4 entre 4 et 2 cm, 1 moins de 2 cm","18,5 cm de diamètre ",,"0,2",20,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it lies flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with mountain in background).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (décor avec les grosses fleurs style pivoines)",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"2. 1600,2-1611,2","2. 1600,2-1611,2","2.1600,2-1611,2 (65).JPG
2.1600,2-1611,2 (68).JPG
2.1600,2-1611,2 (69).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,15,15,"3 entre 10 et 8 cm, 3 entre 8 et 6 cm, 6  entre 6 et 4 cm, 2 entre 4 et 2 cm, 1 moins de 2 cm ","18,5 cm de diamètre ",,"0,2",20,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it lies flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with sunflowers).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927.  ",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"3. 1600,2-1611,2","3. 1600,2-1611,2","3. 1600,2-1611,2 (54).JPG
3. 1600,2-1611,2 (57).JPG
3. 1600,2-1611,2 (58).JPG
3. 1600,2-1611,2 (59).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,14,14,"1 entre 14 et 12cm, 1 entre 12 et 10cm, 3 entre 10 et 8 cm, 3 entre 8 et 6 cm, 3 entre 6 et 4cm, 3 entre 4 et 3 cm","18,5 cm de diamètre ",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it is laid flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (decoration with large peony-style flowers).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (motif avec les grosses fleurs style roses au premier plan)",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
